CASE_ID,ACCIDENT_YEAR,PROC_DATE,JURIS,COLLISION_DATE,COLLISION_TIME,OFFICER_ID,REPORTING_DISTRICT,DAY_OF_WEEK,CHP_SHIFT,POPULATION,CNTY_CITY_LOC,SPECIAL_COND,BEAT_TYPE,CHP_BEAT_TYPE,CITY_DIVISION_LAPD,CHP_BEAT_CLASS,BEAT_NUMBER,PRIMARY_RD,SECONDARY_RD,DISTANCE,DIRECTION,INTERSECTION,WEATHER_1,WEATHER_2,STATE_HWY_IND,CALTRANS_COUNTY,CALTRANS_DISTRICT,STATE_ROUTE,ROUTE_SUFFIX,POSTMILE_PREFIX,POSTMILE,LOCATION_TYPE,RAMP_INTERSECTION,SIDE_OF_HWY,TOW_AWAY,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PARTY_COUNT,PRIMARY_COLL_FACTOR,PCF_CODE_OF_VIOL,PCF_VIOL_CATEGORY,PCF_VIOLATION,PCF_VIOL_SUBSECTION,HIT_AND_RUN,TYPE_OF_COLLISION,MVIW,PED_ACTION,ROAD_SURFACE,ROAD_COND_1,ROAD_COND_2,LIGHTING,CONTROL_DEVICE,CHP_ROAD_TYPE,PEDESTRIAN_ACCIDENT,BICYCLE_ACCIDENT,MOTORCYCLE_ACCIDENT,TRUCK_ACCIDENT,NOT_PRIVATE_PROPERTY,ALCOHOL_INVOLVED,STWD_VEHTYPE_AT_FAULT,CHP_VEHTYPE_AT_FAULT,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_PED_KILLED,COUNT_PED_INJURED,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,COUNT_MC_KILLED,COUNT_MC_INJURED,PRIMARY_RAMP,SECONDARY_RAMP,LATITUDE,LONGITUDE,COUNTY,CITY,POINT_X,POINT_Y
9662358,2023,2024-02-12,1942,2023-12-03,1440,34265,1781,7,5,7,1942,0,0,0,Q,0,26TL46,"PARTHENIA ST","LURLINE AV",150.00,W,N,A,-,N,,,,,,,,,,N,2,0,1,2,A,-,08,22100,B,N,D,G,A,A,H,-,A,A,0,,Y,,,Y,,L,04,1,0,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.58469390869141,34.228195190429688
9662781,2023,2024-02-10,1900,2023-11-16,1930,637335,0975,4,5,4,1979,0,0,0,,0,93T2,"SANTA MONICA BL","CRESCENT HEIGHTS BL",10.00,E,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,08,22107,,N,A,G,A,A,H,-,C,A,0,,Y,,,Y,Y,L,04,0,0,1,0,0,0,1,0,0,"- ","- ",34.090831756591797,-118.36570739746094,"LOS ANGELES","WEST HOLLYWOOD",-118.36590576171875,34.090789794921875
9662855,2023,2024-02-23,1941,2023-03-31,2045,11825,NORTH,5,5,7,1941,0,0,0,,0,024,"CHERRY AV","CURRY ST",0.00,,-,A,-,N,,,,,,,,,,,3,0,1,2,A,-,09,21802,A,F,H,G,A,A,H,-,C,D,0,,Y,,,Y,,-,99,0,1,0,0,0,0,1,0,0,"- ","- ",33.866489410400391,-118.16864013671875,"LOS ANGELES","LONG BEACH",-118.16860961914062,33.866458892822266
9666287,2023,2024-07-24,1946,2023-12-05,0930,P18,1946,2,5,4,1946,0,0,0,,0,003,"IVY AV",COLORADO,5.00,S,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,17,22517,,N,H,G,A,A,H,-,A,A,0,,Y,,,Y,Y,A,01,0,1,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES",MONROVIA,-117.99874877929688,34.145904541015625
9666837,2023,2024-02-15,1976,2023-12-18,1009,210,,1,5,3,1964,0,0,0,,0,003,"ROSECRANS AV","CARMENITA RD",430.00,W,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,09,21804,A,N,H,G,A,A,H,-,A,D,0,,Y,,,Y,,L,04,0,0,1,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","SANTA FE SPRINGS",-118.04806518554688,33.902469635009766
9667225,2023,2024-02-17,1976,2023-12-13,1001,207,,3,5,5,1976,0,0,0,,0,,"MAR VISTA ST","MILTON AV",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,12,22450,A,N,H,G,A,A,H,-,A,A,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES",WHITTIER,-118.03972625732422,33.973678588867188
9667227,2023,2024-02-17,1976,2023-12-15,1326,228,,5,5,5,1976,0,0,0,,0,002,"WASHINGTON AV","RIVERA RD",155.00,E,N,A,-,N,,,,,,,,,,N,2,0,1,1,A,-,08,22107,,N,H,G,A,A,H,-,A,D,0,,Y,,,Y,,L,04,1,0,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES",WHITTIER,-118.05210876464844,33.967582702636719
9667234,2023,2024-02-17,1900,2023-12-12,1630,499039,1512,2,5,5,1954,0,0,0,,0,151T2,"WHITTIER BL","PASSONS BL",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,08,22107,,N,H,G,A,A,H,-,B,A,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",33.5955810546875,-118.04396057128906,"LOS ANGELES","PICO RIVERA",-118.07788848876953,33.998641967773438
9667386,2023,2024-03-22,1900,2023-07-14,0430,673016,2841,5,5,5,1915,0,0,0,,0,285E,"GREENLEAF BL","ALAMEDA ST EAST",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,09,21453,B,N,D,-,A,A,H,-,C,A,0,,Y,,,Y,,D,22,0,1,0,0,0,0,1,0,0,"- ","- ",33.881351470947266,-118.21769714355469,"LOS ANGELES",COMPTON,-118.21810150146484,33.881229400634766
9667409,2023,2024-03-06,1918,2023-11-15,2010,1086,,3,5,4,1918,0,0,0,,0,,"WASHINGTON PL","GLOBE AV",0.00,,Y,A,-,N,,,,,,,,,,,3,0,1,2,A,-,03,22350,,M,D,-,A,A,H,-,C,A,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",34.007740020751953,-118.41555786132812,"LOS ANGELES","CULVER CITY",-118.41558837890625,34.007823944091797
9667779,2023,2024-03-05,1918,2023-12-01,1543,1250,1,5,5,4,1918,0,0,0,,0,4A5D,"LUCERNE AV","VAN BUREN PL",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,12,22450,A,N,D,G,A,A,H,-,B,D,0,,Y,,,Y,,L,04,0,0,1,0,0,0,1,0,0,"- ","- ",34.020179748535156,-118.38803863525391,"LOS ANGELES","CULVER CITY",-118.38819885253906,34.020359039306641
9671120,2023,2024-03-12,1942,2023-05-30,1735,40275,1322,2,5,7,1942,0,0,0,M,0,24TL55,"SAN PEDRO ST","24TH ST",0.00,,Y,B,-,N,,,,,,,,,,N,4,0,1,2,A,-,03,22350,,F,D,G,A,A,H,-,A,D,0,,Y,,,Y,,A,01,0,0,1,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.26023101806641,34.023277282714844
9671637,2023,2024-03-21,1900,2023-10-11,1430,540340,0332,3,5,4,1939,0,0,0,,0,35T1,"HAWTHORNE BL","154TH ST",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,09,21453,B,N,H,G,A,A,H,-,C,A,0,,Y,,,Y,,D,22,0,1,0,0,0,0,1,0,0,"- ","- ",33.890968322753906,-118.35285186767578,"LOS ANGELES",LAWNDALE,-118.35273742675781,33.891010284423828
9672551,2023,2024-03-12,1941,2023-12-07,1145,11525,SOUTH,4,5,7,1941,0,0,0,,0,006,"W 8TH ST","8TH ST 328",0.00,,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,21,22106,,N,C,G,A,A,H,-,A,D,0,,Y,,,Y,,A,01,0,0,1,0,0,0,1,0,0,"- ","- ",33.776359558105469,-118.19580841064453,"LOS ANGELES","LONG BEACH",-118.19236755371094,33.776576995849609
9673481,2023,2024-03-12,1942,2023-12-13,1500,38171,0261,3,5,7,1942,0,0,0,B,0,24TL53,"JAMES M WOOD BL","GRAND VIEW ST",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,03,22350,,F,C,G,A,A,H,-,A,D,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.28095245361328,34.054344177246094
9673489,2023,2024-07-08,1942,2023-12-19,1930,41979,LOSAN,2,5,7,1942,0,0,0,,0,0152,LEBANON,"7TH ST",0.00,,Y,C,-,N,,,,,,,,,,Y,3,0,3,2,D,-,00,,,N,D,G,A,A,-,-,B,-,0,,Y,,,Y,,-,"- ",0,2,1,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.25924682617188,34.049007415771484
9673575,2023,2024-03-20,1942,2023-12-11,1205,45187,0142,1,5,7,1942,0,0,0,A,0,1A41W2,"FLOWER ST","5TH ST",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,12,21453,A,N,B,G,A,A,H,-,A,A,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.25611114501953,34.051624298095703
9674840,2023,2024-03-21,1942,2023-12-15,1605,40209,0411,5,5,7,1942,0,0,0,D,0,4A56,"N BROADWAY AV","AV 19",0.00,,Y,A,-,N,,,,,,,,,,N,2,0,1,2,A,-,12,21453,A,N,D,G,A,A,H,-,B,A,0,,Y,,,Y,,A,07,1,0,0,0,0,0,0,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.22130584716797,34.072128295898438
9675287,2023,2024-03-02,1961,2023-10-22,1716,10502,1961,7,5,3,1961,0,0,0,,0,001,"SAN FERNANDO RD","SAN FERNANDO MISSION BL",0.00,W,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,02,21654,,M,D,G,A,A,H,-,A,D,0,,Y,,,Y,,L,04,0,0,1,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","SAN FERNANDO",-118.44295501708984,34.284168243408203
9675311,2023,2024-03-05,1900,2023-11-25,1203,648577,1366,6,5,5,1952,0,0,0,,0,136T1,"ALONDRA BL","ORANGE AV",0.00,,Y,A,-,N,,,,,,,,,,N,2,0,1,2,A,-,05,21650,,N,D,-,A,A,H,-,A,A,0,,Y,,,Y,,L,04,1,0,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES",PARAMOUNT,-118.17754364013672,33.889167785644531
9675485,2023,2024-02-28,1907,2023-09-04,1118,260,1,1,5,4,1907,0,0,0,,0,,"BELL AV","CALIFORNIA AV",8.00,E,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,12,22450,A,M,D,D,A,A,H,-,A,A,0,,Y,,,Y,,A,01,0,1,0,0,0,0,1,0,0,"- ","- ",33.976028442382812,-118.20262908935547,"LOS ANGELES",BELL,-118.20262145996094,33.976028442382812
9675486,2023,2024-03-06,1918,2023-11-17,1718,1212,,5,5,4,1918,0,0,0,,0,4L2D,"HANNUM AV","PLAYA ST",2.00,E,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,10,21950,A,N,B,-,A,A,H,-,C,A,0,,Y,,,Y,,A,01,0,1,0,0,0,0,1,0,0,"- ","- ",33.990909576416016,-118.39396667480469,"LOS ANGELES","CULVER CITY",-118.39408874511719,33.990936279296875
9675492,2023,2024-02-28,1941,2023-09-06,1946,11814,WEST,3,5,7,1941,0,0,0,,0,005,"GAVIOTA AV","17TH ST",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,03,22350,,N,H,G,A,A,H,-,C,D,0,,Y,,,Y,,A,01,0,0,1,0,0,0,1,0,0,"- ","- ",33.788131713867188,-118.17086791992188,"LOS ANGELES","LONG BEACH",-118.17094421386719,33.788005828857422
9675556,2023,2024-03-07,1900,2023-11-08,1500,551664,1328,3,5,5,1935,0,0,0,,0,139G4,"NORWALK BL","207TH ST",5.00,N,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,10,21950,,N,B,G,A,A,H,-,A,D,0,,Y,,,Y,,A,01,0,1,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES",LAKEWOOD,-118.07211303710938,33.842342376708984
9676026,2023,2024-04-10,1941,2023-09-01,0936,11417,1,5,5,7,1941,0,0,0,,0,008,"HERMOSA AV","EAST 2ND ST",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,D,-,00,,,N,H,G,A,A,H,-,A,A,0,,Y,,,Y,,-,"- ",0,1,0,0,0,0,1,0,0,"- ","- ",33.766910552978516,-118.16979217529297,"LOS ANGELES","LONG BEACH",-118.1697998046875,33.766918182373047
9676123,2023,2024-03-06,1942,2023-11-01,1750,40578,2088,3,5,7,1942,0,0,0,,0,27M137,"W 17TH PL","WESTMORELAND AV",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,05,21650,,N,D,-,A,A,H,-,B,A,0,,Y,,,Y,,L,04,0,0,1,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.28964233398438,34.042678833007812
9678399,2023,2024-03-22,1942,2023-12-12,1520,37952,1321,2,5,7,1942,0,0,0,M,0,24TL58,"MAIN ST","24TH ST",155.00,S,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,09,21804,A,F,D,G,A,A,H,-,A,D,0,,Y,,,Y,,-,99,0,1,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.267822265625,34.026222229003906
9678562,2023,2024-03-22,1942,2023-12-10,1400,45187,1317,7,5,7,1942,0,0,0,M,0,13Z3,"ALAMEDA ST","16TH ST",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,12,21453,A,F,D,G,A,A,H,-,A,A,0,,Y,,,Y,,-,99,0,1,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.23941040039062,34.022087097167969
9679016,2023,2024-03-26,1941,2023-08-30,0750,10125,SOUTH,3,5,7,1941,0,0,0,,0,008,"EAST OCEAN BL","ESPERANZA AV",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,09,21804,A,N,D,G,A,A,H,-,A,D,0,,Y,,,Y,,L,04,0,0,1,0,0,0,1,0,0,"- ","- ",33.76544189453125,-118.17558288574219,"LOS ANGELES","LONG BEACH",-118.17559051513672,33.765426635742188
9679017,2023,2024-03-29,1941,2023-08-29,1950,11248,EAST,2,5,7,1941,0,0,0,,0,013,"EAST PACIFIC COAST HWY","STUDEBAKER RD",920.00,S,N,A,-,Y,LA,7,1,-,-,0.040,H,-,S,N,3,0,2,2,D,-,00,,,N,D,G,A,A,H,-,C,D,0,,Y,Y,,Y,,-,"- ",0,2,0,0,0,0,1,0,1,"- ","- ",33.753791809082031,-118.10720062255859,"LOS ANGELES","LONG BEACH",-118.10610961914062,33.751453399658203
9679133,2023,2024-03-20,1941,2023-10-10,1808,11801,NORTH,2,5,7,1941,0,0,0,,0,024,"PARAMOUNT BL","69TH ST",0.00,,N,A,-,N,,,,,,,,,,N,4,0,1,2,D,-,00,,,N,G,G,A,A,H,-,A,D,0,,Y,,,Y,,-,"- ",0,0,1,0,0,0,1,0,0,"- ","- ",33.881031036376953,-118.16002655029297,"LOS ANGELES","LONG BEACH",-118.16008758544922,33.880165100097656
9679300,2023,2024-03-19,1941,2023-08-04,2357,11401,WEST,5,5,7,1941,0,0,0,,0,004,"E PACIFIC COAST HY","LONG BEACH BL",0.00,,N,A,-,N,,,,,,,,,,N,4,0,1,2,D,-,00,,,N,H,G,A,A,H,-,C,D,0,,Y,,,Y,,-,"- ",0,0,1,0,0,0,0,0,0,"- ","- ",33.789859771728516,-118.19107818603516,"LOS ANGELES","LONG BEACH",-118.18946838378906,33.789871215820312
9679488,2023,2024-03-25,1942,2023-07-05,1625,41376,0829,3,5,7,1942,0,0,0,H,0,27T48,"WILSHIRE BL","DEVON AV",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,08,22107,,F,C,-,A,A,H,-,A,A,0,,Y,,,Y,,A,07,0,0,1,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.42722320556641,34.067592620849609
9679620,2023,2024-06-24,1941,2023-08-04,2130,10365,EAST,5,5,7,1941,0,0,0,,0,018,"E CARSON ST","LOS COYOTES DIAGONAL",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,D,-,00,,,N,H,G,A,A,H,-,C,A,0,,Y,,,Y,,-,"- ",0,0,1,0,0,0,1,0,0,"- ","- ",33.832218170166016,-118.09893035888672,"LOS ANGELES","LONG BEACH",-118.09890747070312,33.832294464111328
9680009,2023,2024-05-29,1941,2023-12-18,0504,11576,SOUTH,1,5,7,1941,0,0,0,,0,009,BROADWAY,"CHERRY AV",0.00,,Y,B,-,N,,,,,,,,,,N,4,0,1,2,D,-,00,,,N,D,G,A,A,H,-,C,A,0,,Y,,,Y,,-,"- ",0,0,1,0,0,0,1,0,0,"- ","- ",33.767288208007812,-118.16790008544922,"LOS ANGELES","LONG BEACH",-118.16789245605469,33.767288208007812
9680614,2023,2024-04-27,1905,2023-10-13,1532,1212,323,5,5,4,1905,0,0,0,,0,003,"FOOTHILL BL","PASADENA AV",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,09,21801,B,N,D,G,A,A,H,-,A,A,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",34.133449554443359,-117.90244293212891,"LOS ANGELES",AZUSA,-117.90245056152344,34.133453369140625
9682721,2023,2024-05-31,1941,2023-01-31,1718,10925,WEST,2,5,7,1941,0,0,0,,0,003,"E BURNETT ST","EARL AV",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,B,-,22,,,N,D,G,A,A,H,-,A,D,0,,Y,,,Y,,L,04,0,0,1,0,0,0,1,0,0,"- ","- ",33.800758361816406,-118.19164276123047,"LOS ANGELES","LONG BEACH",-118.19167327880859,33.800758361816406
9682743,2023,2024-06-03,1941,2023-10-12,1816,11108,SOUTH,4,5,7,1941,0,0,0,,0,007,"ORANGE AV","E ANAHEIM ST",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,08,22107,,F,H,G,A,A,H,-,A,A,0,,Y,,,Y,,-,99,0,0,1,0,0,0,1,0,0,"- ","- ",33.782619476318359,-118.17633819580078,"LOS ANGELES","LONG BEACH",-118.17634582519531,33.782608032226562
9682759,2023,2024-06-26,1900,2023-11-18,2030,545110,1811,6,5,2,1904,0,0,0,,0,184,"CRESCENT AV","CLARISSA AV",29.00,E,N,A,-,N,,,,,,,,,,N,2,0,1,2,A,-,06,21750,A,N,B,G,A,A,H,-,C,D,0,,Y,,,Y,,L,04,1,0,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES",AVALON,-118.32440185546875,33.342857360839844
9683231,2023,2024-05-16,1956,2023-09-18,0330,1372,9,1,5,5,1956,0,0,0,,0,001,"DIAMOND AV","JUANITA AV",0.00,,Y,A,-,N,,,,,,,,,,,3,0,1,2,A,-,12,22450,A,F,G,-,B,A,H,-,A,A,0,Y,Y,,,Y,,L,04,0,1,0,0,1,0,0,0,0,"- ","- ",33.848789215087891,-118.38246917724609,"LOS ANGELES","REDONDO BEACH",-118.38246154785156,33.848747253417969
9688908,2023,2024-05-01,1942,2023-07-07,1400,42618,1435,5,5,7,1942,0,0,0,N,0,27TL44,"VENICE BL","GRAND VIEW BL",178.00,W,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,08,22107,,N,D,-,A,A,H,-,A,D,0,,Y,,Y,Y,,F,26,0,1,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.43181610107422,34.004676818847656
9691647,2023,2024-05-10,1972,2023-12-24,0134,22774,,7,5,6,1972,0,0,0,,0,,"PACIFIC COAST HWY","PALOS VERDES BL",60.00,S,N,A,-,Y,LA,7,1,-,-,18.090,I,5,S,Y,2,0,1,2,A,-,12,21453,A,N,A,G,A,A,H,-,C,A,0,,Y,,,Y,,L,,1,0,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES",TORRANCE,-118.38353729248047,33.818557739257812
9693476,2023,2024-06-24,1941,2023-10-25,1951,10140,NORTH,3,5,7,1941,0,0,0,,0,023,"E ARTESIA BL","ATLANTIC AV",0.00,,Y,B,-,N,,,,,,,,,,N,4,0,1,2,A,-,11,21950,B,N,H,G,A,A,H,-,C,A,0,,Y,,Y,Y,,L,04,0,0,1,0,0,0,1,0,0,"- ","- ",33.8743896484375,-118.1861572265625,"LOS ANGELES","LONG BEACH",-118.18624877929688,33.874378204345703
9693951,2023,2024-06-07,1941,2023-10-25,0915,6148,EAST,3,5,7,1941,0,0,0,,0,014,"XIMENO AV","ATHERTON ST",310.00,S,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,09,21804,A,F,H,G,A,A,H,-,A,D,0,,Y,,,Y,,A,07,0,1,0,0,0,0,1,0,0,"- ","- ",33.789848327636719,-118.13890838623047,"LOS ANGELES","LONG BEACH",-118.13887786865234,33.789009094238281
9693960,2023,2024-06-10,1941,2023-10-24,1730,11107,SOUTH,2,5,7,1941,0,0,0,,0,006,"CEDAR AV","W 12TH ST",0.00,,Y,F,-,N,,,,,,,,,,N,3,0,1,2,A,-,12,22450,A,F,H,G,A,A,G,-,A,A,0,,Y,,,Y,,-,99,0,1,0,0,0,0,1,0,0,"- ","- ",33.781398773193359,-118.195068359375,"LOS ANGELES","LONG BEACH",-118.195068359375,33.781402587890625
9694444,2023,2024-05-04,1907,2023-05-30,1319,249,1,2,5,4,1907,0,0,0,,0,,"FLORENCE AV","BEAR AV",7.00,E,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,12,21453,A,F,H,G,A,A,H,-,A,A,0,,Y,,,Y,,A,01,0,1,0,0,0,0,1,0,0,"- ","- ",33.979259490966797,-118.18840026855469,"LOS ANGELES",BELL,-118.19893646240234,33.971458435058594
9694448,2023,2024-05-04,1942,2023-10-23,0730,42157,0645,1,5,7,1942,0,0,0,F,0,27TL23,"SYCAMORE AV","HOLLYWOOD BL",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,09,21804,A,F,H,G,A,A,H,-,A,A,0,,Y,,,Y,,-,99,0,0,1,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.34339141845703,34.101531982421875
9695099,2023,2024-05-17,1941,2023-09-01,0000,11339,NORTH,5,5,7,1941,0,0,0,,0,024,"ARTESIA BL","CHERRY AV",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,10,21950,A,N,H,G,A,A,H,-,C,A,0,,Y,,,Y,,D,22,0,0,1,0,0,0,1,0,0,"- ","- ",33.874660491943359,-118.16869354248047,"LOS ANGELES","LONG BEACH",-118.16867065429688,33.874588012695312
9695745,2023,2024-05-17,1942,2023-11-21,1900,41671,0721,2,5,7,1942,0,0,0,G,0,27TL31,"WILLAMAN DR","3RD ST",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,09,21453,B,F,H,G,A,A,H,-,C,A,0,,Y,,,Y,,-,99,0,0,1,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.38059997558594,34.073604583740234
9696148,2023,2024-05-13,1941,2023-03-28,1634,11134,EAST,2,5,7,1941,0,0,0,,0,013,"EAST 2ND ST","MARINA DR",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,07,21658,A,N,D,G,A,A,H,-,A,D,0,,Y,,,Y,,A,01,0,0,1,0,0,0,1,0,0,"- ","- ",33.757579803466797,-118.11316680908203,"LOS ANGELES","LONG BEACH",-118.11324310302734,33.757633209228516
9701781,2023,2024-07-05,1941,2023-09-12,1201,11347,EAST,2,5,7,1941,0,0,0,,0,010,"GRANADA AV","2ND ST",0.00,,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,21,22106,,N,C,G,A,A,H,-,A,D,0,,Y,,,Y,,A,01,0,1,0,0,0,0,1,0,0,"- ","- ",33.760719299316406,-118.13591766357422,"LOS ANGELES","LONG BEACH",-118.13597106933594,33.760692596435547
9701788,2023,2024-07-05,1941,2023-09-12,0030,11545,SOUTH,2,5,7,1941,0,0,0,,0,008,BROADWAY,"GAVIOTA AV",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,12,21453,A,F,B,G,A,A,H,-,C,A,0,,Y,,,Y,,A,01,0,1,0,0,0,0,1,0,0,"- ","- ",33.76776123046875,-118.17147827148438,"LOS ANGELES","LONG BEACH",-118.17148590087891,33.767757415771484
9704239,2023,2024-06-19,1900,2023-06-16,1148,672479,2812,5,5,5,1915,0,0,0,,0,282T1,"WILMINGTON AV","137TH ST",86.00,N,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,17,21200,A,N,H,G,A,A,H,-,A,D,0,,Y,,,Y,,L,04,0,0,1,0,0,0,1,0,0,"- ","- ",33.907588958740234,-118.23921203613281,"LOS ANGELES",COMPTON,-118.23915100097656,33.907535552978516
9706502,2023,2024-07-19,1941,2023-10-03,1630,11805,EAST,2,5,7,1941,0,0,0,,0,013,"PACIFIC COAST HY","ULTIMO AV",0.00,,Y,A,-,Y,LA,7,1,-,-,2.101,I,5,S,N,4,0,1,2,D,-,00,,,F,B,G,A,A,H,-,A,D,0,,Y,,,Y,,-,"- ",0,0,1,0,0,0,1,0,0,"- ","- ",33.77532958984375,-118.12271118164062,"LOS ANGELES","LONG BEACH",-118.1241455078125,33.776268005371094
9711935,2023,2024-07-05,1941,2023-10-12,1741,10919,SOUTH,4,5,7,1941,0,0,0,,0,006,"PINE AV","E ANAHEIM ST",0.00,,Y,A,-,N,,,,,,,,,,N,2,0,2,3,A,-,12,21453,,N,D,G,A,A,H,-,A,A,0,,Y,,,Y,,A,01,1,1,0,0,0,0,1,0,0,"- ","- ",33.782600402832031,-118.19239044189453,"LOS ANGELES","LONG BEACH",-118.19239044189453,33.782596588134766
9711940,2023,2024-07-05,1941,2023-10-28,2146,11562,EAST,6,5,7,1941,0,0,0,,0,012,"PARK AV","EAST 7TH ST",0.00,,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,00,21760,C,F,H,G,A,A,H,-,C,D,0,,Y,,,Y,,-,99,0,1,0,0,0,0,1,0,0,"- ","- ",33.77532958984375,-118.13719177246094,"LOS ANGELES","LONG BEACH",-118.13746643066406,33.775360107421875
9712000,2023,2024-07-08,1942,2023-11-20,1530,42379,0857,1,5,7,1942,0,0,0,H,0,27MQ14,"PICO BL","S CREST DR",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,08,22107,,F,B,G,A,A,H,-,A,D,0,,Y,,,Y,,-,99,0,1,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.38783264160156,34.055263519287109
9714621,2023,2024-08-26,1941,2023-07-28,1948,11381,WEST,5,5,7,1941,0,0,0,,0,004,"E HILL ST","LONG BEACH BL",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,D,-,00,,,N,A,-,A,A,H,-,A,D,0,,Y,,,Y,,-,"- ",0,0,1,0,0,0,1,0,0,"- ","- ",33.797119140625,-118.18939208984375,"LOS ANGELES","LONG BEACH",-118.18948364257812,33.797134399414062
